id,customer,product,qty,price,date,email,phone,region
42,Cust42,ProdD,4.0,410.0,2026-05-12,74411c9a584af8751bd597bf9976ee3d91b35e879f8d86bc753bbbfd2d37292f,911dafa002c41bd11b3a0f2f6c8d7e8c4e6939e4ec7265acf994549f0cbdfe1b,E
43,Cust43,ProdE,5.0,430.0,2026-05-13,2a46c550ba4f25c7db3791273186978a5b94eba665cb701d23dd7c89c7c168e8,96c91df3e47a25df2feacfaf54f8c84e5b85e707481428ab5dcb9d1060f22682,W
44,Cust44,ProdA,6.0,450.0,2026-05-14,30f6e9ddf461a77ddfcd358f8e9274b1ba8a8dd9b7debd156d15c4235e767e5f,409662fdceeefc64adcdf566b898faa87404a1efc6e1d8c22b2131146c046706,N
45,Cust45,ProdB,7.0,470.0,2026-05-15,e10acde4321faf7dee766565372a5a048ab7d3fd716a8a8f3e6b3e3a7f02ca01,18cb0929ae1bdeed232d2e7653b825abadc6f6b87b4ee47bf04bb6e854f11ac6,S
46,Cust46,ProdC,8.0,490.0,2026-05-16,5ffac8653291d0b16b3f13923d406c3508823b11dd7cd20d24c4d871b0313260,6300ee3e43d2067fda6529efb9056ccb64a6cea69cb134376f002ba3e56f33ef,E
47,Cust47,ProdD,9.0,510.0,2026-05-17,aeb6e7bc4f37ee5094710f90d31e8fe3fc3c150d339094994e23f1cc698421a8,c3975f159f1509df758eede6395fe73f85dc0a4f0293a73846bbeaa392fcb904,W
48,Cust48,ProdE,10.0,530.0,2026-05-18,d50aa1a1394d9be3e0c5e979914ec25830969cf6f2e9c76ef6d86fcdc8bb50a4,bc1845a8c7cdcc7c9d21930588058c99861098f3ba21ee92ce654c7a4919c5fa,N
49,Cust24,ProdA,1.0,50.0,2026-04-24,a98785a605f326ca7201ac4ee87ee103c740d2291392c3ce3736bb96509b65bb,1b9648ddc7844382db249669bc62645966fd66a3b0bb9cd77be6928f2d2f333b,N
50,Cust25,ProdB,2.0,70.0,2026-04-25,4c692c49740249803c0aa395c53379549593bcc22c16509908283f63796e5df2,18a6264e4cdf00ffacf2f8a2c21d3cabad8814cfd3127e28e48f974a3b984602,S
51,Cust26,ProdC,3.0,90.0,2026-04-26,dc72800366b17b116f32d338675b3eb81aacb0ac790e483da8f7bb3c9c004dfd,aa74b04b9d489972dcb209515c8ff8dc88386e9ce1b00245d8c5a606a2f841e7,E
52,Cust27,ProdD,4.0,110.0,2026-04-27,fac1b343b246eb14d8b42078b86703c92c4bfd3e76418ed3ebb08f151c8d156f,e2b2a4dcf8546ac5850b08bec40cbb19b031e8fa9f0a346ace4c6828c2b6ba2b,W
53,Cust28,ProdE,5.0,130.0,2026-04-28,202e7b9ed8501277a34aeefa009afb0d91515f13b24d0428f023d0dda7ef8412,dc507e93109ec8c94de1c7190a4981c3e4d853ef53d0f565f4285156870d40e8,N
54,Cust29,ProdA,6.0,150.0,2026-04-29,fca9eb081249f6487846604b4fe09317f8dfb25e2440e9d4e672b335e7577190,f44864fb7bfac4c41051fa0ebcf51807b1d34438cd16b08dc66f101fc21b70cb,S
55,Cust30,ProdB,7.0,170.0,2026-04-30,440925c3234a1000a8b1bf8c5e41e3a6691dcf943a5c7ef19f9152a853a1058e,8f19d7f9ff781a96568e2730a8889d5aa4f881ab943f39e502acc9ac7c3d87bd,E
56,Cust31,ProdC,8.0,190.0,2026-05-01,e6b500348e07538a4033811e6275fb282835ecd7acef6f77d76a6c7b37db568c,77d25bd3d9206b2e49510339e08d0b7a7cc24fcffb8fba736069560099df9590,W
57,Cust32,ProdD,9.0,210.0,2026-05-02,4d0812f170d587309f68579ed10749a0b568b0fe99d11003416a237473326d8a,f0542530ce41ca49321fc22d6b98d144ac28816bc1f5452d33afaf187abfa6ec,N
58,Cust33,ProdE,10.0,230.0,2026-05-03,1bbd88b488a8e2bcc2694b5acbda2ab5e365ff3dceb4601dc3f6c8856bee8ee9,0cf7b619b0f8493fbaf36667c4d3e7ee270a7d363d5f697776a0911cbfad9441,S
59,Cust34,ProdA,11.0,250.0,2026-05-04,caff99ec669c1219cc778f6fff858174cc8196583a6d179a793ad14ed62525f3,4061e7b4c9005606e2cbce747278dc6922790d4284b68e00825082b9e6f12357,E
60,Cust35,ProdB,12.0,270.0,2026-05-05,b4750e6bda6616017e5672e8480c51271514dfa66a0f96f45b1053f9702b3e82,3fd0a3cf4d3de1b671535b6e236ec45a2a309573afd74cb9fafad6d6eb03e099,W
61,Cust36,ProdC,13.0,290.0,2026-05-06,e930053cb06568e48eb3ccf9ecba331aaa9c4ef500e416512fd6baab9aa9207d,f427249a905defa8f4de2284ea5eb6b3973d1c342dafc0813668c0500b8e2a85,N
62,Cust37,ProdD,14.0,310.0,2026-05-07,e972948a00b4325516af21017d2260d9cdb94549c2826d3b303364e64fe48cbb,6057cf3f453f8f9a01ffe7d6f85f350edd61c323ba62ceeafa89773eedfc01ce,S
63,Cust38,ProdE,15.0,330.0,2026-05-08,348ccf1d402937bf6d90414f0ee9dcd95b596a0986b3b630ddca946c43323a24,5040658b41b9ba72f24ffae2f9142beb4e48612622e0ea8e78f0f873ba5ba6db,E
64,Cust39,ProdA,1.0,350.0,2026-05-09,84150bd1c72f2c1e9b0ced661ca1c22aaf780272ed82dd8dd1a9dd7d7460579b,505bc728016020731439e4d6807e5b451ccb2651452ce1c60b6667dd944e91a7,W
65,Cust40,ProdB,2.0,370.0,2026-05-10,34788dc6a987c8a52a3526adb823f689ac7b45529067989a994925386f04ac88,662ae3467fe91f58f69b629645a04ff41764669ae8cb35e90320cf70c17ea2be,N
66,Cust41,ProdC,3.0,390.0,2026-05-11,d7094417aefdf69c3f8cc2af29c88358bcaa4b13f198c3b3e955253c105a1cbc,f699ffa4eda598c1f62e28f1f70e61f65508198b3bc1e43b556ee8a03273a1a6,S
67,Cust42,ProdD,4.0,410.0,2026-05-12,74411c9a584af8751bd597bf9976ee3d91b35e879f8d86bc753bbbfd2d37292f,911dafa002c41bd11b3a0f2f6c8d7e8c4e6939e4ec7265acf994549f0cbdfe1b,E
68,Cust43,ProdE,5.0,430.0,2026-05-13,2a46c550ba4f25c7db3791273186978a5b94eba665cb701d23dd7c89c7c168e8,96c91df3e47a25df2feacfaf54f8c84e5b85e707481428ab5dcb9d1060f22682,W
69,Cust44,ProdA,6.0,450.0,2026-05-14,30f6e9ddf461a77ddfcd358f8e9274b1ba8a8dd9b7debd156d15c4235e767e5f,409662fdceeefc64adcdf566b898faa87404a1efc6e1d8c22b2131146c046706,N
70,Cust45,ProdB,7.0,470.0,2026-05-15,e10acde4321faf7dee766565372a5a048ab7d3fd716a8a8f3e6b3e3a7f02ca01,18cb0929ae1bdeed232d2e7653b825abadc6f6b87b4ee47bf04bb6e854f11ac6,S
71,Cust46,ProdC,8.0,490.0,2026-05-16,5ffac8653291d0b16b3f13923d406c3508823b11dd7cd20d24c4d871b0313260,6300ee3e43d2067fda6529efb9056ccb64a6cea69cb134376f002ba3e56f33ef,E
72,Cust47,ProdD,9.0,510.0,2026-05-17,aeb6e7bc4f37ee5094710f90d31e8fe3fc3c150d339094994e23f1cc698421a8,c3975f159f1509df758eede6395fe73f85dc0a4f0293a73846bbeaa392fcb904,W
73,Cust48,ProdE,10.0,530.0,2026-05-18,d50aa1a1394d9be3e0c5e979914ec25830969cf6f2e9c76ef6d86fcdc8bb50a4,bc1845a8c7cdcc7c9d21930588058c99861098f3ba21ee92ce654c7a4919c5fa,N
